#ID	imageId	Used	NAME
93	93	Unknown	Dining Table
94	94	Unknown	Wooden Stool
95	95	Unknown	Comfy Stool
96	96	Unknown	Throne
97	97	Unknown	Straw Mattress
98	98	Unknown	Simple Bed
99	99	Unknown	King-Sized Bed
100	100	Unknown	Towel Rail
101	101	Unknown	Bookcase
102	102	Unknown	Chest Of Drawers
103	103	Unknown	Wardrobe
104	104	Unknown	Grandfather Clock
105	105	Unknown	Ornamental Swords
106	106	Unknown	Ornamental Armour
107	107	Unknown	Stove
108	108	Unknown	Sink
109	109	Unknown	Bathtub
110	110	Unknown	Goddess Statue
111	111	Unknown	Clover Carving
112	112	Unknown	Item Display Stand
113	113	Unknown	Treasure Chest
114	114	Unknown	Decorative Drapery
115	115	Unknown	Bold Banner
116	116	Unknown	Big Bold Banner
117	117	Unknown	Pretty Pillar
118	118	Unknown	Column
119	119	Unknown	Stone Coping
120	120	Unknown	Stone Capping
121	121	Unknown	Decorative Shield
122	122	Unknown	Small Stones
123	123	Unknown	Big Rock
124	124	Unknown	Bones
125	125	Unknown	Dragon Bones
126	126	Unknown	Chains
127	127	Unknown	Dragonlord’s Standard
128	128	Unknown	Vile Tile
129	129	Unknown	Seal of Erdrick
130	130	Unknown	Draconic Column
131	131	Unknown	Vile Visage
132	132	Unknown	Evil Idol
133	133	Unknown	Beastly Burrow
134	134	Unknown	Helliportal
135	135	Unknown	Spike Trap
136	136	Unknown	Wall-Mounted Banner [Black]
137	137	Unknown	Pristine Plumberry
138	138	Unknown	Wall-Mounted Banner [Purple]
139	139	Unknown	Wall-Mounted Banner [Pink]
140	140	Unknown	Wall-Mounted Banner [Red]
141	141	Unknown	Wall-Mounted Banner [Green]
142	142	Unknown	Wall-Mounted Banner [Yellow]
143	143	Unknown	Fierce Fountain
144	144	Unknown	Wall-Mounted Banner [Blue]
145	145	Unknown	Tree Stump
146	146	Unknown	Slime Balloons
147	147	Unknown	Stone Workbench LV0
148	148	Unknown	Wooden Workbench LV0
149	149	Unknown	(Multipurpose Workbench)
150	150	Unknown	Colour Wheel
151	151	Unknown	Forge
152	152	Unknown	Hela’s Hammer Sign
153	153	Unknown	Brick Barbecue
154	154	Unknown	Stickler’s Sifter
155	155	Unknown	Sewing Station
156	156	Unknown	Wooden Fortification [White]
157	157	Unknown	Metalist Workbench
158	158	Unknown	Welder’s Workbench
159	159	Unknown	¿Dead Plant
160	160	Unknown	¿Dead Plant on Pole
161	161	Unknown	Furnace
162	162	Unknown	Old Book
163	163	Unknown	Old Note
164	164	Unknown	¿Buggy Buggy
165	165	Unknown	Cantlin Shield
166	166	Unknown	Holyhock Seedling
167	167	Unknown	Wooden Fortification [Black]
168	168	Unknown	¿Infernal Ivy
169	169	Unknown	Cannon
170	170	Unknown	Piston
171	171	Unknown	¿Pressure Plate
172	172	Unknown	¿Button
173	173	Unknown	Ballista
174	174	Unknown	Magic Cannon
175	175	Unknown	Roof Tiling
176	176	Unknown	Pitched Tiling
177	177	Unknown	Outer Corner Tiling
178	178	Unknown	Inner Corner Tiling
179	179	Unknown	Colossal Coffer
180	180	Unknown	Armoire
181	181	Unknown	¿Armoire
182	182	Unknown	Equipment Display Stand
183	183	Unknown	Straight Track
184	184	Unknown	Curved Track
185	185	Unknown	Sloped Track
186	186	Unknown	Stop Sign
187	187	Unknown	Wooden Minecart
188	188	Unknown	Spiked Metal Minecart
189	189	Unknown	Criss-Cross Leadlight [White]
190	190	Unknown	Criss-Cross Leadlight [Black]
191	191	Unknown	Criss-Cross Leadlight [Purple]
192	192	Unknown	Criss-Cross Leadlight [Pink]
193	193	Unknown	Criss-Cross Leadlight [Red]
194	194	Unknown	Criss-Cross Leadlight [Green]
195	195	Unknown	Criss-Cross Leadlight [Yellow]
196	196	Unknown	Criss-Cross Leadlight [Blue]
197	197	Unknown	Wrecking Ball
198	198	Unknown	Portrait of a Lady
199	199	Unknown	Fountain
200	200	Unknown	¿Water block
201	201	Unknown	¿Ht Water block
202	202	Unknown	Wooden Fortification [Purple]
203	203	Unknown	Wooden Fortification [Pink]
204	204	Unknown	Wooden Fortification [Red]
205	205	Unknown	¿Yellow banner
206	206	Unknown	Straw Door
207	207	Unknown	Wooden Steps
208	208	Unknown	Chimney
209	209	Unknown	Stone Stool
210	210	Unknown	0
211	211	Unknown	Window
212	212	Unknown	Wooden Fortification [Yellow]
213	213	Unknown	Wooden Fortification [Blue]
214	214	Unknown	Filter Fountain
215	215	Unknown	¿Locked Chest
216	216	Unknown	¿Teleportal
217	217	Unknown	¿Terra Incognita
218	218	Unknown	¿Terra Incognita
219	219	Unknown	¿Minimedal Stand
220	220	Unknown	Tiled Window
221	221	Unknown	Branch
222	222	Unknown	Mini Merlon
223	223	Unknown	Emblematic Clock [White]
224	224	Unknown	Gentleman Sign
225	225	Unknown	Lady Sign
226	226	Unknown	Bench
227	227	Unknown	Bar Counter
228	228	Unknown	Chic Chair
229	229	Unknown	Cask
230	230	Unknown	Naughty Night Light
231	231	Unknown	Comfy Sofa
232	232	Unknown	Princess-Sized Bed
233	233	Unknown	Extravagant Table
234	234	Unknown	Round Table
235	235	Unknown	Fireplace
236	236	Unknown	Plant Pot
237	237	Unknown	Player Lyre
238	238	Unknown	Dumb-Bells
239	239	Unknown	Stationery
240	240	Unknown	Water Jug
241	241	Unknown	Tea Service
242	242	Unknown	Salad Plate
243	243	Unknown	Fish Dish
244	244	Unknown	Bread Basket
245	245	Unknown	Meat Feast
246	246	Unknown	Treasures ‘n’ Trapdoors
247	247	Unknown	Stuffed Hammerhood
248	248	Unknown	Powie Yowie Rug
249	249	Unknown	Cherry Blossom Tree
250	250	Unknown	Healix The Hero
251	251	Unknown	(Lock)
252	252	Unknown	¿Tattered Banner of Erdrick
253	253	Unknown	Blighted Branch
254	254	Unknown	Dragonlord’s Throne
255	255	Unknown	Four-Square Leadlight [White]
256	256	Unknown	Four-Square Leadlight [Black]
257	257	Unknown	Four-Square Leadlight [Purple]
258	258	Unknown	Four-Square Leadlight [Pink]
259	259	Unknown	Four-Square Leadlight [Red]
260	260	Unknown	Four-Square Leadlight [Green]
261	261	Unknown	Four-Square Leadlight [Yellow]
262	262	Unknown	Four-Square Leadlight [Blue]
263	263	Unknown	Plain-Plane Leadlight [White]
264	264	Unknown	Plain-Plane Leadlight [Black]
265	265	Unknown	Anvil
266	266	Unknown	¿Water block
267	267	Unknown	Plain-Plane Leadlight [Purple]
268	268	Unknown	Plain-Plane Leadlight [Pink]
269	269	Unknown	Plain-Plane Leadlight [Red]
270	270	Unknown	Plain-Plane Leadlight [Green]
271	271	Unknown	Plain-Plane Leadlight [Yellow]
272	272	Unknown	Plain-Plane Leadlight [Blue]
273	273	Unknown	Classy Couch [White]
274	274	Unknown	Classy Couch [Black]
275	275	Unknown	Classy Couch [Purple]
276	276	Unknown	Classy Couch [Pink]
277	277	Unknown	Classy Couch [Red]
278	278	Unknown	Classy Couch [Green]
279	279	Unknown	Classy Couch [Yellow]
280	280	Unknown	Classy Couch [Blue]
281	281	Unknown	Tartan Bed [White]
282	282	Unknown	Tartan Bed [Black]
283	283	Unknown	Tartan Bed [Purple]
284	284	Unknown	Tartan Bed [Pink]
285	285	Unknown	Tartan Bed [Red]
286	286	Unknown	Tartan Bed [Green]
287	287	Unknown	Tartan Bed [Yellow]
288	288	Unknown	Tartan Bed [Blue]
289	289	Unknown	Cooking Pot [White]
290	290	Unknown	Cooking Pot [Black]
291	291	Unknown	Cooking Pot [Purple]
292	292	Unknown	Cooking Pot [Pink]
293	293	Unknown	Cooking Pot [Red]
294	294	Unknown	Cooking Pot [Green]
295	295	Unknown	Cooking Pot [Yellow]
296	296	Unknown	Cooking Pot [Blue]
297	297	Unknown	¿TextTablet
298	298	Unknown	¿TextTablet
299	299	Unknown	¿TextTablet
300	300	Unknown	¿TextTablet
301	301	Unknown	¿TextTablet
302	302	Unknown	¿TextTablet
303	303	Unknown	¿TextTablet
304	304	Unknown	Old Note
305	305	Unknown	¿TextTablet
306	306	Unknown	¿TextTablet
307	307	Unknown	¿TextTablet
308	308	Unknown	¿TextTablet
309	309	Unknown	¿TextTablet
310	310	Unknown	¿TextTablet
311	311	Unknown	Gravestone
312	312	Unknown	Grandfather Clock
313	313	Unknown	¿TextTablet
314	314	Unknown	¿TextTablet
315	315	Unknown	Old Note
316	316	Unknown	Oaken Club
317	317	Unknown	¿TextTablet
318	318	Unknown	¿TextTablet
319	319	Unknown	¿TextTablet
320	320	Unknown	¿TextTablet
321	321	Unknown	¿TextTablet
322	322	Unknown	¿TextTablet
323	323	Unknown	¿TextTablet
324	324	Unknown	¿TextTablet
325	325	Unknown	¿TextTablet
326	326	Unknown	¿TextTablet
327	327	Unknown	Emblematic Clock [Black]
328	328	Unknown	Scallywinkle
329	329	Unknown	Emblematic Clock [Purple]
330	330	Unknown	Driftlumber
331	331	Unknown	Driftwood
332	332	Unknown	Seaside Seaweed
333	333	Unknown	Emblematic Clock [Pink]
334	334	Unknown	Broken Barrel
335	335	Unknown	Starfish
336	336	Unknown	Seaslime Shell
337	337	Unknown	Emblematic Clock [Red]
338	338	Unknown	Emblematic Clock [Green]
339	339	Unknown	Emblematic Clock [Yellow]
340	340	Unknown	Pebble Pile
341	341	Unknown	Toppled Column
342	342	Unknown	Dry Ivy
343	343	Unknown	Emblematic Clock [Blue]
344	344	Unknown	Pampas Grass
345	345	Unknown	Port and Shot Set [White]
346	346	Unknown	Port and Shot Set [Black]
347	347	Unknown	Port and Shot Set [Purple]
348	348	Unknown	Broken Masonry
349	349	Unknown	Classical Column Midsection
350	350	Unknown	Classical Column Pedestal
351	351	Unknown	Colossal Crag
352	352	Unknown	Crag
353	353	Unknown	Glass Floor [White]
354	354	Unknown	Glass Floor [Black]
355	355	Unknown	Glass Floor [Purple]
356	356	Unknown	Glass Floor [Pink]
357	357	Unknown	Glass Floor [Red]
358	358	Unknown	Glass Floor [Green]
359	359	Unknown	Glass Floor [Yellow]
360	360	Unknown	Glass Floor [Blue]
361	361	Unknown	Port and Shot Set [Pink]
362	362	Unknown	Port and Shot Set [Red]
363	363	Unknown	Port and Shot Set [Green]
364	364	Unknown	Water Lily Flower
365	365	Unknown	Lily Pad
366	366	Unknown	Port and Shot Set [Yellow]
367	367	Unknown	Port and Shot Set [Blue]
368	368	Unknown	She-Slimespawn
369	369	Unknown	Dressing Table [White]
370	370	Unknown	Dressing Table [Black]
371	371	Unknown	Chic Sunbrella [Pink]
372	372	Unknown	Chic Sunbrella [Red]
373	373	Unknown	Chic Sunbrella [Green]
374	374	Unknown	Chic Sunbrella [Yellow]
375	375	Unknown	Chic Sunbrella [Blue]
376	376	Unknown	¿Deitree
377	377	Unknown	¿Deitree
378	378	Unknown	¿Deitree blue
379	379	Unknown	¿Deitree Dead
380	380	Unknown	¿Deitree smol
381	381	Unknown	¿Deitree
382	382	Unknown	0
383	383	Unknown	Planting Pole
384	384	Unknown	Dressing Table [Purple]
385	385	Unknown	Dressing Table [Pink]
386	386	Unknown	Worm Food
387	387	Unknown	¿Wheat 0
388	388	Unknown	¿Wheat 1
389	389	Unknown	¿Wheat 2
390	390	Unknown	Wheat
391	391	Unknown	¿Butterbeans 0
392	392	Unknown	¿Butterbeans 1
393	393	Unknown	¿Butterbeans 2
394	394	Unknown	Butterbeans
395	395	Unknown	¿Cabbage 0
396	396	Unknown	¿Cabbage 1
397	397	Unknown	¿Cabbage 2
398	398	Unknown	Cabbage
399	399	Unknown	Red Cabbage
400	400	Unknown	¿Buckwheat 0
401	401	Unknown	¿Buckwheat 1
402	402	Unknown	¿Buckwheat 2
403	403	Unknown	Buckwheat
404	404	Unknown	¿Sweetcorn 0
405	405	Unknown	¿Sweetcorn 1
406	406	Unknown	¿Sweetcorn 2
407	407	Unknown	Sweetcorn
408	408	Unknown	¿Chilli Pepper 0
409	409	Unknown	¿Chilli Pepper 1
410	410	Unknown	¿Chilli Pepper 2
411	411	Unknown	Chilli Pepper
412	412	Unknown	Red-Hot Chilli Pepper
413	413	Unknown	¿Sugar Cane 0
414	414	Unknown	¿Sugar Cane 1
415	415	Unknown	¿Sugar Cane 2
416	416	Unknown	Sugar Cane
417	417	Unknown	¿Strawberry 0
418	418	Unknown	¿Strawberry 1
419	419	Unknown	¿Strawberry 2
420	420	Unknown	Strawberry
421	421	Unknown	Moreberry
422	422	Unknown	¿Coffee Beans 0
423	423	Unknown	¿Coffee Beans 1
424	424	Unknown	¿Coffee Beans 2
425	425	Unknown	Coffee Beans
426	426	Unknown	¿Leek 0
427	427	Unknown	¿Leek 1
428	428	Unknown	Dressing Table [Red]
429	429	Unknown	Leek
430	430	Unknown	¿Potato 0
431	431	Unknown	¿Potato 1
432	432	Unknown	¿Potato 2
433	433	Unknown	Potato
434	434	Unknown	¿Pumpkin 0
435	435	Unknown	¿Pumpkin 1
436	436	Unknown	¿Pumpkin 2
437	437	Unknown	Pumpkin
438	438	Unknown	Plumpkin
439	439	Unknown	¿Tomato 0
440	440	Unknown	¿Tomato 1
441	441	Unknown	¿Tomato 2
442	442	Unknown	Tomato
443	443	Unknown	Killer Tomato
444	444	Unknown	¿Aubergette 0
445	445	Unknown	¿Aubergette 1
446	446	Unknown	¿Aubergette 2
447	447	Unknown	Aubergette
448	448	Unknown	Dressing Table [Green]
449	449	Unknown	Dressing Table [Yellow]
450	450	Unknown	Dressing Table [Blue]
451	451	Unknown	Towel Rail [White]
452	452	Unknown	¿Melon 0
453	453	Unknown	¿Melon 1
454	454	Unknown	¿Melon 2
455	455	Unknown	Melon
456	456	Unknown	Sunny-Hued Melon
457	457	Unknown	¿Rice 0
458	458	Unknown	¿Rice 1
459	459	Unknown	¿Rice 2
460	460	Unknown	Rice
461	461	Unknown	¿Heartroot 0
462	462	Unknown	¿Heartroot 1
463	463	Unknown	¿Heartroot 2
464	464	Unknown	Heartroot
465	465	Unknown	White-Hot Heartroot
466	466	Unknown	¿Dead Plant
467	467	Unknown	Basic Bunk [White]
468	468	Unknown	Basic Bunk [Black]
469	469	Unknown	Basic Bunk [Purple]
470	470	Unknown	Basic Bunk [Pink]
471	471	Unknown	Basic Bunk [Red]
472	472	Unknown	Basic Bunk [Green]
473	473	Unknown	Basic Bunk [Yellow]
474	474	Unknown	Basic Bunk [Blue]
475	475	Unknown	Gift-Wrapped Gift [White]
476	476	Unknown	Gift-Wrapped Gift [Black]
477	477	Unknown	Gift-Wrapped Gift [Purple]
478	478	Unknown	Gift-Wrapped Gift [Pink]
479	479	Unknown	Gift-Wrapped Gift [Red]
480	480	Unknown	Gift-Wrapped Gift [Green]
481	481	Unknown	Gift-Wrapped Gift [Yellow]
482	482	Unknown	Gift-Wrapped Gift [Blue]
483	483	Unknown	Wooden Pillar [White]
484	484	Unknown	Wooden Pillar [Black]
485	485	Unknown	Wooden Pillar [Purple]
486	486	Unknown	Wooden Pillar [Pink]
487	487	Unknown	Wooden Pillar [Red]
488	488	Unknown	Wooden Pillar [Green]
489	489	Unknown	Wooden Pillar [Yellow]
490	490	Unknown	Wooden Pillar [Blue]
491	491	Unknown	Sliding Glass Door [White]
492	492	Unknown	Sliding Glass Door [Black]
493	493	Unknown	Sliding Glass Door [Purple]
494	494	Unknown	Sliding Glass Door [Pink]
495	495	Unknown	Banana
496	496	Unknown	Sliding Glass Door [Red]
497	497	Unknown	Sliding Glass Door [Green]
498	498	Unknown	Sliding Glass Door [Yellow]
499	499	Unknown	Sliding Glass Door [Blue]
500	500	Unknown	Angled Window [White]
501	501	Unknown	Pet Bowl
502	502	Unknown	Pet Bedding
503	503	Unknown	Angled Window [Black]
504	504	Unknown	Angled Window [Purple]
505	505	Unknown	Angled Window [Pink]
506	506	Unknown	Angled Window [Red]
507	507	Unknown	Angled Window [Green]
508	508	Unknown	Angled Window [Yellow]
509	509	Unknown	Angled Window [Blue]
510	510	Unknown	Rigid Rope [White]
511	511	Unknown	Rigid Rope [Black]
512	512	Unknown	Rigid Rope [Purple]
513	513	Unknown	¿Deitree Dead
514	514	Unknown	Rigid Rope [Pink]
515	515	Unknown	Rigid Rope [Red]
516	516	Unknown	Rigid Rope [Green]
517	517	Unknown	Rigid Rope [Yellow]
518	518	Unknown	Rigid Rope [Blue]
519	519	Unknown	¿Boat
520	520	Unknown	¿Planter 0
521	521	Unknown	¿Planter 1
522	522	Unknown	¿Pencil
523	523	Unknown	¿seed
524	524	Unknown	¿seed
525	525	Unknown	Unidentified Dung
526	526	Unknown	¿Worn-Out Workbench
527	527	Unknown	Big Plumberry Tree
528	528	Unknown	¿Coneconut Tree
529	529	Unknown	Towel Rail [Black]
530	530	Unknown	Towel Rail [Purple]
531	531	Unknown	Towel Rail [Pink]
532	532	Unknown	Straw Bedding
533	533	Unknown	Towel Rail [Red]
534	534	Unknown	Towel Rail [Green]
535	535	Unknown	Towel Rail [Yellow]
536	536	Unknown	Towel Rail [Blue]
537	537	Unknown	¿Wooden Workbench
538	538	Unknown	¿Wooden Workbench
539	539	Unknown	¿Wooden Workbench
540	540	Unknown	Carpenter’s Workstation
541	541	Unknown	¿seed
542	542	Unknown	¿seed
543	543	Unknown	¿Deitree
544	544	Unknown	Bookcase [White]
545	545	Unknown	¿Builder’s Bell
546	546	Unknown	¿Builder’s Bell
547	547	Unknown	¿Builder’s Bell
548	548	Unknown	¿Builder’s Bell
549	549	Unknown	¿Builder’s Bell
550	550	Unknown	Bookcase [Black]
551	551	Unknown	Bookcase [Purple]
552	552	Unknown	Glass Floor
553	553	Unknown	Glass Door
554	554	Unknown	Big Cedar Tree
555	555	Unknown	Big Palm Tree
556	556	Unknown	¿Seedling
557	557	Unknown	Brazier
558	558	Unknown	Bookcase [Pink]
559	559	Unknown	Bookcase [Red]
560	560	Unknown	¿Cloth Rack
561	561	Unknown	Postbox
562	562	Unknown	¿Plant
563	563	Unknown	Bookcase [Green]
564	564	Unknown	Bookcase [Yellow]
565	565	Unknown	Bookcase [Blue]
566	566	Unknown	Chest Of Drawers [White]
567	567	Unknown	Chest Of Drawers [Black]
568	568	Unknown	¿Plant
569	569	Unknown	¿Aubergette
570	570	Unknown	¿Wheat
571	571	Unknown	Chest Of Drawers [Purple]
572	572	Unknown	Seaweed Stack
573	573	Unknown	Chest Of Drawers [Pink]
574	574	Unknown	Chest Of Drawers [Red]
575	575	Unknown	Spleenwort
576	576	Unknown	Mossy Stones
577	577	Unknown	Withered Sapling
578	578	Unknown	Big Withered Tree
579	579	Unknown	Withered Stump
580	580	Unknown	Chest Of Drawers [Green]
581	581	Unknown	Chest Of Drawers [Yellow]
582	582	Unknown	Residents’ Register
583	583	Unknown	Withered Tree
584	584	Unknown	Rocky Column
585	585	Unknown	Mossy Rock
586	586	Unknown	Chest Of Drawers [Blue]
587	587	Unknown	Grandfather Clock [White]
588	588	Unknown	Grandfather Clock [Black]
589	589	Unknown	Grandfather Clock [Purple]
590	590	Unknown	Frying Pan
591	591	Unknown	Grandfather Clock [Pink]
592	592	Unknown	Banana Basket
593	593	Unknown	Grandfather Clock [Red]
594	594	Unknown	Wooden Fencing
595	595	Unknown	Enormous Table
596	596	Unknown	Simple Stool
597	597	Unknown	Simple Small Table
598	598	Unknown	¿Pink
599	599	Unknown	¿pink
600	600	Unknown	Grandfather Clock [Green]
601	601	Unknown	Simple Table
602	602	Unknown	Simple Bench
603	603	Unknown	Woody Goody
604	604	Unknown	Stain Extractor
605	605	Unknown	Jack-o’-Lantern
606	606	Unknown	¿Kilrn
607	607	Unknown	Fan Fern
608	608	Unknown	Gladiolus
609	609	Unknown	Grandfather Clock [Yellow]
610	610	Unknown	Grandfather Clock [Blue]
611	611	Unknown	Clover Carving [White]
612	612	Unknown	Book of Blue Prints
613	613	Unknown	Clover Carving [Black]
614	614	Unknown	Clover Carving [Purple]
615	615	Unknown	Curtain
616	616	Unknown	¿Plant
617	617	Unknown	¿Plant
618	618	Unknown	¿Plant
619	619	Unknown	¿Plant
620	620	Unknown	¿Plant
621	621	Unknown	Scarecrow
622	622	Unknown	Broken Track
623	623	Unknown	Spider Web
624	624	Unknown	Clover Carving [Pink]
625	625	Unknown	Vault Bracket
626	626	Unknown	Community Chest
627	627	Unknown	0
628	628	Unknown	Colossal Chest
629	629	Unknown	Haystack
630	630	Unknown	Stained-Glass Window Arch
631	631	Unknown	Stained-Glass Window Midsection
632	632	Unknown	Stained-Glass Window Sill
633	633	Unknown	Altar
634	634	Unknown	Candle
635	635	Unknown	Pub Sign
636	636	Unknown	Ornamental Spears
637	637	Unknown	Clover Carving [Green]
638	638	Unknown	Rope
639	639	Unknown	Fancy Bench
640	640	Unknown	Clover Carving [Yellow]
641	641	Unknown	Clover Carving [Blue]
642	642	Unknown	Sliding Door
643	643	Unknown	Watchfire
644	644	Unknown	Wooden Fortification [Green]
645	645	Unknown	Clover Carving [Red]
646	646	Unknown	Paper Window
647	647	Unknown	Curtain
648	648	Unknown	¿seed
649	649	Unknown	¿seed
650	650	Unknown	¿seed
651	651	Unknown	¿seed
652	652	Unknown	¿Dead Plant
653	653	Unknown	Sleek Shelf [White]
654	654	Unknown	Picket Fencing [White]
655	655	Unknown	Sleek Shelf [Black]
656	656	Unknown	Sleek Shelf [Purple]
657	657	Unknown	Sleek Shelf [Pink]
658	658	Unknown	0
659	659	Unknown	Wooden Toilet [White]
660	660	Unknown	Mud-Brick Wall Rubble
661	661	Unknown	Wooden Toilet [Black]
662	662	Unknown	Wooden Toilet [Purple]
663	663	Unknown	Wooden Toilet [Pink]
664	664	Unknown	Wooden Toilet [Red]
665	665	Unknown	Wooden Toilet [Green]
666	666	Unknown	Wooden Toilet [Yellow]
667	667	Unknown	Wooden Toilet [Blue]
668	668	Unknown	¿Wheatgrass
669	669	Unknown	Wheatgrass
670	670	Unknown	Sleek Shelf [Red]
671	671	Unknown	Sleek Shelf [Green]
672	672	Unknown	Sleek Shelf [Yellow]
673	673	Unknown	Sleek Shelf [Blue]
674	674	Unknown	Täbel Lâmpe
675	675	Unknown	Simple Bed [White]
676	676	Unknown	Simple Bed [Black]
677	677	Unknown	Simple Bed [Purple]
678	678	Unknown	Simple Bed [Pink]
679	679	Unknown	Simple Bed [Red]
680	680	Unknown	Simple Bed [Green]
681	681	Unknown	Simple Bed [Yellow]
682	682	Unknown	Simple Bed [Blue]
683	683	Unknown	Roof Tiling [White]
684	684	Unknown	Roof Tiling [Black]
685	685	Unknown	Roof Tiling [Purple]
686	686	Unknown	Roof Tiling [Pink]
687	687	Unknown	Roof Tiling [Red]
688	688	Unknown	Roof Tiling [Green]
689	689	Unknown	Roof Tiling [Yellow]
690	690	Unknown	Roof Tiling [Blue]
691	691	Unknown	Pitched Tiling [White]
692	692	Unknown	Pitched Tiling [Black]
693	693	Unknown	Pitched Tiling [Purple]
694	694	Unknown	Pitched Tiling [Pink]
695	695	Unknown	Pitched Tiling [Red]
696	696	Unknown	Pitched Tiling [Green]
697	697	Unknown	Pitched Tiling [Yellow]
698	698	Unknown	Pitched Tiling [Blue]
699	699	Unknown	Outer Corner Tiling [White]
700	700	Unknown	Outer Corner Tiling [Black]
701	701	Unknown	Outer Corner Tiling [Purple]
702	702	Unknown	Outer Corner Tiling [Pink]
703	703	Unknown	Outer Corner Tiling [Red]
704	704	Unknown	Outer Corner Tiling [Green]
705	705	Unknown	Outer Corner Tiling [Yellow]
706	706	Unknown	Outer Corner Tiling [Blue]
707	707	Unknown	Inner Corner Tiling [White]
708	708	Unknown	Inner Corner Tiling [Black]
709	709	Unknown	Inner Corner Tiling [Purple]
710	710	Unknown	Inner Corner Tiling [Pink]
711	711	Unknown	Inner Corner Tiling [Red]
712	712	Unknown	Inner Corner Tiling [Green]
713	713	Unknown	Inner Corner Tiling [Yellow]
714	714	Unknown	Inner Corner Tiling [Blue]
715	715	Unknown	Tiled Window [White]
716	716	Unknown	Tiled Window [Black]
717	717	Unknown	Tiled Window [Purple]
718	718	Unknown	Tiled Window [Pink]
719	719	Unknown	Tiled Window [Red]
720	720	Unknown	Tiled Window [Green]
721	721	Unknown	Tiled Window [Yellow]
722	722	Unknown	Tiled Window [Blue]
723	723	Unknown	Magic Door [White]
724	724	Unknown	Magic Door [Black]
725	725	Unknown	Magic Door [Purple]
726	726	Unknown	Magic Door [Pink]
727	727	Unknown	Magic Door [Red]
728	728	Unknown	Magic Door [Green]
729	729	Unknown	Magic Door [Yellow]
730	730	Unknown	Magic Door [Blue]
731	731	Unknown	Big Table [White]
732	732	Unknown	Big Table [Black]
733	733	Unknown	Big Table [Purple]
734	734	Unknown	Big Table [Pink]
735	735	Unknown	Big Table [Red]
736	736	Unknown	Big Table [Green]
737	737	Unknown	Big Table [Yellow]
738	738	Unknown	Big Table [Blue]
739	739	Unknown	Dining Table [White]
740	740	Unknown	Dining Table [Black]
741	741	Unknown	Dining Table [Purple]
